snippet_id,entry_id,date,actor_type,actor_name,country,url,matched_paragraph,matched_group1,matched_group2,regulatory_tool,position,argument_type,notes
61b,344,13 October 2025,Other,ENSHPO - The European Network of Safety and Health Professional Organizations,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33081551_en,"he AI Act, with its broad, default classification of any worker-monitoring system as 'high-risk', 
fails to distinguish between invasive surveillance and protective monitoring. This blunt 
application imposes a disproportionate compliance burden, with high costs effectively barring 
smaller, specialized innovators from the market. Simultaneously, the GDPR's principle of data 
minimization is in direct conflict with the need for comprehensive datasets to train accurate 
and reliable safety-critical AI models. The conventional solution of data anonymization is often 
technically unfeasible or functionally crippling for real-time safety systems that must identify 
an individual in immediate danger. 

This report puts forward a ""Blueprint for Reform"" with five core, actionable recommendations 
for the Digital Omnibus and the subsequent Digital Fitness Check: 

1.  Re-calibrate the AI Act's 'High-Risk' Definition for OSH: Issue clear guidance, in 

collaboration with EU-OSHA, to create a distinction between AI for surveillance and AI for 
protection, allowing life-saving systems to be assessed on their actual risk profile rather 
than by a catch-all default. 

2.  Establish OSH-Focused AI Regulatory Sandboxes: Leverage the AI Act's sandbox 

mechanism to create dedicated, supervised environments where innovators can test and 
validate OSH technologies in collaboration with regulators and social partners, 
accelerating market access and reducing legal uncertainty. 

3.  Mandate Harmonized Standards and Professional Certification: Commission 

OSH-specific harmonized standards for AI systems to provide a clear ""presumption of 
conformity"" with the law, drastically reducing compliance costs. Concurrently, establish a 
""Certified AI Safety Professional"" (CAISP) certification to ensure genuinely qualified 
human oversight. 

4.  Clarify Data Governance Rules for Safety Systems: Provide explicit guidance that 
recognizes Privacy-Enhancing Technologies (PETs) as a primary means of GDPR 
compliance and confirms that an employer's legal OSH obligation constitutes a valid 
basis for processing necessary health data for safety purposes. 

5.  Unify Cybersecurity Reporting: Implement a single reporting portal for cybersecurity 
incidents with a risk-based, tiered timeline that prioritizes on-the-ground safety 
response over premature administrative reporting for non-critical vulnerabilities. 

T",digital omnibus,AI regulatory sandbox,AI_standards,pro_simplification,legal_certainty,Split from #61 — AI standards argument (mandate Occupational Safety and Health specific harmonised standards for presumption of conformity)
62,344,13 October 2025,Other,ENSHPO - The European Network of Safety and Health Professional Organizations,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33081551_en,"n management of a 
potentially life-threatening situation. The Digital Omnibus's stated goal of simplifying and 
streamlining incident reporting obligations is therefore not just a matter of reducing 
administrative burden; from an OSH standpoint, it is a matter of ensuring that regulatory 
requirements do not interfere with the primary duty of care to protect human life. 

Section 3: A Blueprint for Reform — Actionable 
Recommendations for the Digital Omnibus 

The analysis presented in the preceding sections demonstrates a clear and urgent need for 
targeted reforms to the EU's digital acquis. These reforms are necessary to remove the 
unintended barriers that are currently stifling the development and adoption of life-saving 
OSH technologies. This section translates that analysis into a blueprint of five concrete, 
actionable proposals for the European Commission to consider for inclusion in the Digital 
Omnibus proposal and the forthcoming Digital Fitness Check. These recommendations are 
designed not to weaken protections, but to create smarter, more nuanced, and 
technologically-aware regulations that actively foster safety innovation. 

3.1 Proposal: OSH-Focused Streams in AI Regulatory Sandboxes 

The AI Act, in Article 57, wisely provides for the establishment of ""AI regulatory sandboxes"" to 
foster innovation by allowing for the development, testing, and validation of AI systems in a 
controlled, supervised environment. This mechanism is the ideal tool for addressing the 
specific challenges faced by OSH AI technologies. 

Recommendation 

It is proposed that the Commission, through the Digital Omnibus or subsequent implementing 
acts, explicitly mandates or strongly encourages Member States to establish dedicated 
Occupational Safety and Health (OSH) focused streams within their national AI regulatory 
sandboxes. 

These specialized streams would create a ""safe harbor"" where innovative SMEs and startups 
can develop and test their technologies without the immediate threat of the severe 
administrative fines associated with the high-risk classification. Crucially, these sandboxes 
would serve as a collaborative platform, bringing together technology developers, certified 
OSH professionals, worker representatives, social partners, and national competent 
authorities—including representatives from bodies like EU-OSHA. This collaborative 
environment would allow for the",digital omnibus,AI regulatory sandbox,AI_sandbox,pro_simplification,technical_feasibility,
64a,347,13 October 2025,Company/business,Amazon,Netherlands,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086774_en,"CEN/CLC JTC13 WG9 for EU CRA). 
The impact: The proposal to extend the use of Common Specifications represents a departure 
from traditional European Standardisation System practices, potentially creating barriers 
between the EU and international markets. Such changes could add complexity to both 
European businesses seeking international expansion and companies operating within the EU. 

2 

 
 
 
This shift could also prompt third countries to implement similarly restrictive or divergent 
policies. 
Solution: We advocate an approach that prioritises key stakeholders and European consumers 
in guiding standardisation processes for cybersecurity. Priority should be given to identifying 
genuine customer challenges and developing appropriate standardisation mechanisms. 
Common Specifications should be limited to exceptional cases, specifically when European 
Standard Organisations decline EC standardisation requests. In such instances, the Commission 
must establish clear guidelines governing the implementation and maintenance of Common 
Specifications for cybersecurity.  
Conclusion: While acknowledging the intention to ensure legal certainty through Common 
Specifications when harmonised standards are absent, the systematic implementation of this 
approach poses significant risks for ongoing cybersecurity activities developing harmonised 
standards. Preserving the fundamental principles of the European Standardisation System is 
crucial for digital simplification and maintaining alignment between regulations and market 
requirements, preventing unnecessary regulatory burden. A focus on customer needs and 
stakeholder engagement promotes simplification, better adoption, innovation, and quality in 
harmonised standards for cybersecurity. 

2) ARTIFICIAL INTELLIGENCE ACT 

Ensure sufficient time for compliance  
The issue: While some legal provisions already apply, provisions for high-risk AI and on 
transparency (Art. 50) will only apply from August 2026. The crucial legal specifications in the 
Code of Practice on Art. 50 as well as Guidelines and CEN CENELEC’s technical standards 
necessary for AI Act implementation will not be complete before mid-2026. Yet companies 
must comply from August 2026.  
The impact: Companies will not have the time needed to prepare for compliance based on the 
required legal specifications, which creates high legal uncertainty. 
Solution: Prior",simplification,harmonised standards,AI_standards,pro_deregulation,industry_self_regulation,Split from #64 — AI standards argument (limit Commission power to impose Common Specifications; preserve European Standardisation System)
64b,347,13 October 2025,Company/business,Amazon,Netherlands,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086774_en,"CEN/CLC JTC13 WG9 for EU CRA). 
The impact: The proposal to extend the use of Common Specifications represents a departure 
from traditional European Standardisation System practices, potentially creating barriers 
between the EU and international markets. Such changes could add complexity to both 
European businesses seeking international expansion and companies operating within the EU. 

2 

 
 
 
This shift could also prompt third countries to implement similarly restrictive or divergent 
policies. 
Solution: We advocate an approach that prioritises key stakeholders and European consumers 
in guiding standardisation processes for cybersecurity. Priority should be given to identifying 
genuine customer challenges and developing appropriate standardisation mechanisms. 
Common Specifications should be limited to exceptional cases, specifically when European 
Standard Organisations decline EC standardisation requests. In such instances, the Commission 
must establish clear guidelines governing the implementation and maintenance of Common 
Specifications for cybersecurity.  
Conclusion: While acknowledging the intention to ensure legal certainty through Common 
Specifications when harmonised standards are absent, the systematic implementation of this 
approach poses significant risks for ongoing cybersecurity activities developing harmonised 
standards. Preserving the fundamental principles of the European Standardisation System is 
crucial for digital simplification and maintaining alignment between regulations and market 
requirements, preventing unnecessary regulatory burden. A focus on customer needs and 
stakeholder engagement promotes simplification, better adoption, innovation, and quality in 
harmonised standards for cybersecurity. 

2) ARTIFICIAL INTELLIGENCE ACT 

Ensure sufficient time for compliance  
The issue: While some legal provisions already apply, provisions for high-risk AI and on 
transparency (Art. 50) will only apply from August 2026. The crucial legal specifications in the 
Code of Practice on Art. 50 as well as Guidelines and CEN CENELEC’s technical standards 
necessary for AI Act implementation will not be complete before mid-2026. Yet companies 
must comply from August 2026.  
The impact: Companies will not have the time needed to prepare for compliance based on the 
required legal specifications, which creates high legal uncertainty. 
Solution: Prior",simplification,harmonised standards,GPAI_CoP,pro_simplification,technical_feasibility,Split from #64 — CoP refers specifically to Code of Practice on Art. 50 transparency obligations for generative AI systems; legal specifications not complete before obligations apply
67,366,13 October 2025,Academic/research Institution,Pour Demain Europe,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086312_en,"or  regulatory  simplification  for 
SMEs in Europe. However, simplification must not lead to deregulation, as has happened 
with  previous  omnibus  packages  such  as  CSRD  (Corporate  Sustainability  Reporting 
Directive) and CS3D (Corporate Sustainability Due Diligence Directive). 

The  EU’s  digital  rulebook  has  been  expertly  crafted  over  more  than  a  decade  to  fill 
important  regulatory  gaps.  In  some  cases,  such  regulatory  gaps  remain,  for  example 
regarding  the  recently  shelved  AI  Liability  Directive,  leaving  especially  downstream 
deployers (often European SMEs) significantly exposed to liability risk.  

Specifically  regarding  the  AI  Act,  simplification  before  a  law  has  been  enforced  carries 
numerous  risks,  most  importantly  reducing  legal  certainty  for  businesses,  lowering 
protections  for  the  safety,  health  and  fundamental  rights  of  EU  citizens.  It  also  sends  the 
message  globally  that  the  EU was wrong in its approach; something that cannot be known 
before proper enforcement.  

Particularly  regarding  Chapter  V  and  the  rules  for  general  purpose  AI  (GPAI)  models,  the 
recently finalised Code of Practice is based on already adopted industry practices, and has 
received  wide  industry  endorsement,  with  similar  legislation  already  being  adopted 
extra-territorially (recently in California, with Senate Bill 53).  

GPAI rules are essential for European competitiveness for four main reasons:  

1.  Pushes  obligations  up  the  value-chain,  protecting  downstreams  deployers  who 

are likely to form the foundation of the EU’s AI economy 

2.  Provides  legal  certainty,  allowing  businesses  to  predictably  adapt  to  safety 

standards 

3.  Fosters consumer and business trust, boosting AI adoption 
4.  Supports  the  EU’s  goals  of  developing  its  own  technology  ecosystem  based  on 

European values, essential for sovereignty 

As well as being essential for the above reasons, the EU’s GPAI rules are simple to enforce 
for two main reasons:  

1.  Enforcement is centralised at the level of the AIO, setting an important condition for 

a truly integrated digital single market 

2.  The  rules  are  inherently proportional, with negligible obligations applying to most 

companies, and only kicking-in when large computing thresholds are crossed 

The  recently  finali",simplification,code of practice,GPAI_CoP,anti_deregulation,competitiveness,Inverse use — arguing GPAI rules support EU competitiveness and protect downstream SME deployers
68,371,13 October 2025,Business association,Business & Science Poland,Poland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086263_en,"e.g.  a  standard  72-hour  timeline)  and 
a report once, comply with multiple obligations principle adopted so that one notification 
fulfills all overlapping legal requirements. A simplified and harmonised reporting process 
would allow entities to focus more effectively on responding to incidents. This would 
lead to faster recovery from security incidents, reduced harm to users and services, and, 
ultimately, a more resilient and secure digital ecosystem across the European Union. 

Other relevant simplification proposals related to security 

Simplifying Market Access Certification (Radio Equipment Directive, Cyber Resilience Act, 
European Cybersecurity Certification Scheme Based on Common Criteria, Data Act) 
Proposed change 
(1) Timely publication of standards: Harmonised 
standards  should  be  published  at  least  12 
months  before  the  date  of  application  of  the 
regulation.  If  the  standards  are  not  ready,  the 
date  of  application  should  be  postponed 
accordingly. 

create  numerous 

challenges 

Justification 
The  current  and  upcoming  product  certification 
regimes 
for 
manufacturers. 
For instance, under the Radio Equipment Directive 
(RED), harmonised standards have been published 
too  late,  forcing  companies  to  conduct  testing 
based  on 
than  applicable, 
rather 
standards. Furthermore, RED presents difficulties 
by 
linking  hardware  certification  to  software 
release  timelines.  Software  is  analysed  much 
closer  to  the  product’s  market  launch,  whereas 

future, 

(2) Smooth  transition  pathways:  The  transition 
from the RED to the CRA should include a clear 
mechanism  under  which  devices  certified 
the  RED  could  be  automatically 
under 
recognised or provisionally approved. For such 

Rue Belliard 40, 1000 Brussels 
e-mail: info@zpbsp.com 
EU Transparency Register Number: 548212735276-89 

 
 
 
 
The voice of Polish business and scientific community in Brussels 

devices,  compliance  with  the  CRA  should 
focus  on  verifying  the  manufacturer’s  secure 
product  lifecycle  management  —  the  main 
distinction between the RED and the CRA. 

(3) Recognition 

of 

industry 

certification 
schemes:  Established  industry  certification 
recognised  as 
programmes  should  be 
demonstrating  compliance  with  regulatory 
requirements.  Notified  bodies  could  maintain 
their  supervisory  role;  h",simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,"CRA/RED certification standards context, not AI Act — likely false positive"
69,377,13 October 2025,Company/business,Cisco,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086176_en,"of release of 
some of the key implementing guidance greatly needed by industry is within the EU 
Commission’s control, including the guidance referenced in CRA’s Article 26 concerning 1) 
the overall scope of CRA, 2)  the application of support periods to various categories of 
products with digital elements, and 3) the concept of substantial modification. We strongly 
urge the Commission to publish drafts of the guidance for industry consultation and 
finalise such guidance as soon as possible in order to give vendors sufficient time to 
incorporate the guidance given the long lead times needed to incorporate requirements 
into the development of their products.  

•  Compliance deadlines 

CRA horizontal standards are currently being developed. Horizontal standards for Annex I 
part I are due for publication in Q1 2027, less than 12 months before the compliance 
deadline in December 2027. Standards for Annex I part II (vulnerability management) are 
currently scheduled for finalisation in October 2026, after the compliance deadline for 
incident and vulnerability reporting (September 2026). This timing is challenging for 
companies as they prepare for compliance.  

If the CRA harmonised standards are not ready in time, the European Commission should 
make it possible to postpone the application of CRA essential requirements. To give 
sufficient time to product manufacturers, the application date should be pushed back until 
12 months after relevant harmonised standards for Annex I are published. 

4.  Simplifying data legislation  

The European Commission should use the upcoming Digital Omnibus to streamline 
existing rules on data. The Digital Omnibus should not only focus on the Data Governance 
Act and the Open Data Directive (as highlighted in the call for evidence) but also on the 
Data Act and the GDPR.  Merging the Open Data Directive and the Data Governance Act to 
streamline rules on the re-use of public data would have limited value to businesses 
operating in the EU.  

On the other hand, targeted simplification of the GDPR and the Data Act would have the 
potential to boost data innovation in the EU. For a thriving AI ecosystem in Europe, the 

5 

 
Final draft – Cisco response – 13.10.2025 

GDPR and data regulations must be “fine-tuned” to fit new technology and purposes, while 
still protecting fundamental human rights and security.  

4.1. Targeted simpl",digital omnibus; simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,"CRA harmonised standards timeline, not AI Act — likely false positive"
71,378,13 October 2025,Other,European Signature Dialog,Austria,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33086169_en,"cient compliance evidence by authorities and commercial clients. Customers should not 
request further or duplicative checks once an accredited audit has been passed. 

Proposed : 

Introduce a single-audit framework for QTSPs and other critical digital providers, 
recognized by all competent authorities (supervisory, NIS 2, GDPR, DORA). Formalize a 
mutual recognition principle: one comprehensive audit report from an accredited body 
should satisfy all overlapping obligations. 

2.2 Misaligned Timelines and Missing Standards 

Regulatory implementation calendars across digital acts are inconsistent.  

For instance, AI Act and CRA impose compliance dates before publication of harmonised 
standards, leaving industry without benchmarks. The EUDI Wallet depends on over 190 
standards still in development and without common certification schemes, yet 
implementation is scheduled by end of 2026, with interoperability as the goal to avoid 
national silos. Such misalignment creates legal uncertainty and discourages investment. 

Proposed modification: 

Introduce a “stop-the-clock” clause across all digital regulations, ensuring obligations take 
effect only 36 months after the relevant harmonised standards are published in the Official 
Journal of the European Union. Enshrine this as a horizontal simplification rule in the Digital 
Omnibus, encouraging innovation-driven regulatory design. 

2.3 Overlapping and Contradictory Legal Provisions 

Persistent inconsistencies appear across key regulations: 

§  eIDAS 2 promotes EUDI Wallet for strong customer authentication (SCA); PSD2-

3/PSR lack clarity on interoperability and liability. 

§  AMLR Article 22 allows eIDs with a Level of Assurance (LoA) Substantial to be used 
for opening bank accounts, which fully aligns with anti-money laundering (AML) 
requirements and risk controls, even in scenarios where the potential for damage or 
misuse is greater than signing a contract.  

ESD - European Transparency Register number: 994150833943-81 

2 

 
 
 
 
 
 
 
In contrast, Article 24 of eIDAS 2 demands LoA High for qualified certificates. This 
disparity underscores the need to move away from an incoherent approach and 
instead favor solutions that support adoption and simplicity for both citizens and 
businesses. 

§  The Digital Product Passport (ESPR) omits reference to qualified trust services under 

eIDAS, despite these providin",simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
72,386,13 October 2025,Public authority,Ministry of Industry and Trade of the Czech Republic - this entry represents the official position of the Czech Republic for the section “Targeted adjustments to the Artificial Intelligence Act to ensure the optimal application of the rules,Czechia,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33085931_en,"implementation (for example, OpenEuroLLM). 

Simplification of the scope of technical documentation 
We propose to simplify the scope of the technical documentation requirements under the AI Act Annex IV. 
Currently,  the  extensive  documentation  obligations  can  create  significant  administrative  and  operational 

1 / 4 

Ref. Ares(2025)8682322 - 13/10/2025burdens. By reducing and tailoring the required technical documentation, we can ensure that providers focus 
on submitting only the relevant and necessary information for compliance verification. 

Explore narrowing the scope of HRAIS 
We propose to explore the possibility of narrowing down the list of High-Risk AI Systems (HRAIS) listed in 
Annex III. We believe that not all of these systems pose a high risk, and therefore additional attention should 
be given if some of those that can be excluded, for the purpose of reducing the administrative burden on 
providers. 

Ensure timely but high-quality development of technical standards and guidelines 
We propose to accelerate the development and adoption of the harmonized technical standards necessary 
for the effective implementation of the AI Act and foreseen in the GPAI Code of Practice. The focus should 
be on ensuring clarity, quality, and broad stakeholder involvement in the process. Prompt establishment of 
these  standards  and  also  of  other  guidelines  is  crucial  to  provide  clear  and  harmonized  technical 
specifications that support compliance and innovation in AI systems. 

Postponement of applicability for obligations coming into force in August 2026 and 
August 2027 
It  is  proposed  to  delay  the  application  of  high-risk  AI  requirements  until  at  least  12  months  after  the 
publication of the relevant harmonised standards. This would provide sufficient time for AI system providers 
and stakeholders to adapt adequately to the technical and regulatory obligations, ensuring smoother and 
more effective compliance with the AI Act. This approach balances the need for regulatory rigor with practical 
feasibility in implementation. Otherwise, there is a significant risk that neither providers nor users will be 
able to meet the requirements by the set deadline, because without needed standards and implementing 
acts they do not have the necessary guidance to do so, which will lead to legal uncertainty, the risk of heavy 
penalties, and c",simplification,code of practice,GPAI_CoP,pro_simplification,technical_feasibility,
73a,395,13 October 2025,Business association,ZVEI e.V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33085700_en,"ation. The companies of the electrical and digital industry are expected to generate two thirds of 
their turnover with digitally enhanced products and digital services by 2026. For them, the deeper integration of 
the European digital single market is a prerequisite for ensuring the future competitiveness of their businesses. 
However, companies across all industry sectors face significant challenges due to several regulatory issues, in 
particular: an increasing volume of regulatory measures, a lack of coherence between different legislations, 
overlapping or duplicate regulations and dysfunctionalities in European digital policy. These challenges not only 
lead to legal uncertainties and associated administrative costs but also to unnecessary competitive 
disadvantages compared to companies in non-EU countries. 

Therefore, ZVEI welcomes the announcement of a digital package, the so-called “Digital Omnibus” to simplify 
EU digital regulations. ZVEI suggest the following measures in the areas of AI, cybersecurity and data usage to 
stimulate economic growth: 

AI: 
•  Slim down the AI Act 

▪  Shift to sector specific regulation of Industrial AI  
▪  User orientation of the GPAI Code of Practice  
▪  Link transition periods to the availability of harmonised European standards 

•  No need for an AI Liability Directive  

Cybersecurity: 
•  Make the CRA suitable for industry 

▪  Simplification of reporting and documentation obligations 
▪  Limitation of the free support period in the B2B area 
▪  Link transition periods to the availability of harmonised European standards 
▪ 

Introduce the concept of “benign products” under the CRA 

•  Avoid redundancies in European cybersecurity legislation 

Data Usage: 
•  Reform the GDPR 

▪  The prohibition principle must be overcome 
▪  Clarification on the anonymization and pseudonymization of personal data 
▪  Clear distinction between B2C and B2B – remove bureaucratic burdens in pure B2B business 

•  Slim down the Data Act 

▪  Repeal B2B and B2C data sharing obligations (chapters II and III) - Data sharing obligations only in 

the event of market failure / power asymmetries  

▪  Limit cloud switching rules to Infrastructure as a Service Providers  

Electro and Digital Industry Association 

Ref. Ares(2025)8678003 - 13/10/2025 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
AI 

Slim down the AI Act 
Shift to a sector specific regulation of",digital omnibus; simplification,code of practice,GPAI_CoP,pro_deregulation,legal_certainty,Split from #73 — CoP argument (user-oriented CoP; revise systemic risk thresholds; avoid responsibility shifting)
73b,395,13 October 2025,Business association,ZVEI e.V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33085700_en,"ation. The companies of the electrical and digital industry are expected to generate two thirds of 
their turnover with digitally enhanced products and digital services by 2026. For them, the deeper integration of 
the European digital single market is a prerequisite for ensuring the future competitiveness of their businesses. 
However, companies across all industry sectors face significant challenges due to several regulatory issues, in 
particular: an increasing volume of regulatory measures, a lack of coherence between different legislations, 
overlapping or duplicate regulations and dysfunctionalities in European digital policy. These challenges not only 
lead to legal uncertainties and associated administrative costs but also to unnecessary competitive 
disadvantages compared to companies in non-EU countries. 

Therefore, ZVEI welcomes the announcement of a digital package, the so-called “Digital Omnibus” to simplify 
EU digital regulations. ZVEI suggest the following measures in the areas of AI, cybersecurity and data usage to 
stimulate economic growth: 

AI: 
•  Slim down the AI Act 

▪  Shift to sector specific regulation of Industrial AI  
▪  User orientation of the GPAI Code of Practice  
▪  Link transition periods to the availability of harmonised European standards 

•  No need for an AI Liability Directive  

Cybersecurity: 
•  Make the CRA suitable for industry 

▪  Simplification of reporting and documentation obligations 
▪  Limitation of the free support period in the B2B area 
▪  Link transition periods to the availability of harmonised European standards 
▪ 

Introduce the concept of “benign products” under the CRA 

•  Avoid redundancies in European cybersecurity legislation 

Data Usage: 
•  Reform the GDPR 

▪  The prohibition principle must be overcome 
▪  Clarification on the anonymization and pseudonymization of personal data 
▪  Clear distinction between B2C and B2B – remove bureaucratic burdens in pure B2B business 

•  Slim down the Data Act 

▪  Repeal B2B and B2C data sharing obligations (chapters II and III) - Data sharing obligations only in 

the event of market failure / power asymmetries  

▪  Limit cloud switching rules to Infrastructure as a Service Providers  

Electro and Digital Industry Association 

Ref. Ares(2025)8678003 - 13/10/2025 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
AI 

Slim down the AI Act 
Shift to a sector specific regulation of",digital omnibus; simplification,code of practice,AI_standards,pro_simplification,technical_feasibility,Split from #73 — AI standards argument (link transition periods to harmonised standard availability)
74,423,10 October 2025,Business association,TÜV-Verband e. V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33082352_en,"d be 

counterproductive and risk undermining the credibility and global leadership of the EU’s digital 

governance framework. A strong EU framework creates trust among citizens and businesses, which in 

turn drives digital technology uptake.  

No extensive postponement of the AI Act 

As regards the current discussions on the AI Act, the TÜV Association calls for a timely application. We 

reject an extensive postponement as called for by various stakeholders. 

A delayed application of the AI Act would not only leave risks posed by AI systems unaddressed, but also 

hamper the quality-assured market placement of innovative AI systems, especially in high-risk areas. The 

agreed AI Act deadlines, as published in the EU’s Official Journal, ensure that both companies and 

designated authorities have legal and planning security to build up the necessary financial and human 

resources to ensure timely compliance readiness and a functioning AI market surveillance. If deadlines 

become negotiable, legislation becomes unpredictable, competition distorted, and apparent risks 

unaddressed – thus creating a harmful precedent.  

In our view, the expected delay in the availability of harmonised standards is by itself not a sufficient 

reason that would justify a postponement. The AI Act, just as other Union product legislation, allows 

www.tuev-verband.de/en

TÜV Association response to the
 Call for Evidence on the Digital Omnibus 

Page
3 of 4 

providers to place their AI systems on the market through an alternative path of conformity assessment: 

The inclusion of an independent notified body verifying the system’s conformity with the AI Act’s legal 

requirements. The TÜV organisations, just like the entire TIC sector, are ramping up capacities to be able 

to offer certification services in a timely manner. While harmonised standards are a voluntary means to 

demonstrate conformity, there is (and should be) no ‘standards first’ principle where the entry into force 

of legislation is made dependent on the existence of harmonised standards. 

This being said, it must be acknowledged that there are delays in the establishment of competent 

authorities in several EU member states, including notifying authorities. This may lead to practical 

challenges also with regard to the accreditation and notification procedures of conformity assessment 

bodies. In order to allow not",digital omnibus,harmonised standards,AI_standards,anti_simplification,legal_certainty,Agreed deadlines give planning security; delay makes legislation unpredictable — same argument type used inversely against postponement
75,423,10 October 2025,Business association,TÜV-Verband e. V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33082352_en,"ecially in high-risk areas. The 

agreed AI Act deadlines, as published in the EU’s Official Journal, ensure that both companies and 

designated authorities have legal and planning security to build up the necessary financial and human 

resources to ensure timely compliance readiness and a functioning AI market surveillance. If deadlines 

become negotiable, legislation becomes unpredictable, competition distorted, and apparent risks 

unaddressed – thus creating a harmful precedent.  

In our view, the expected delay in the availability of harmonised standards is by itself not a sufficient 

reason that would justify a postponement. The AI Act, just as other Union product legislation, allows 

www.tuev-verband.de/en

TÜV Association response to the
 Call for Evidence on the Digital Omnibus 

Page
3 of 4 

providers to place their AI systems on the market through an alternative path of conformity assessment: 

The inclusion of an independent notified body verifying the system’s conformity with the AI Act’s legal 

requirements. The TÜV organisations, just like the entire TIC sector, are ramping up capacities to be able 

to offer certification services in a timely manner. While harmonised standards are a voluntary means to 

demonstrate conformity, there is (and should be) no ‘standards first’ principle where the entry into force 

of legislation is made dependent on the existence of harmonised standards. 

This being said, it must be acknowledged that there are delays in the establishment of competent 

authorities in several EU member states, including notifying authorities. This may lead to practical 

challenges also with regard to the accreditation and notification procedures of conformity assessment 

bodies. In order to allow notified bodies to conduct the necessary assessments for high-risk AI systems as 

stipulated in the AI Act in due time, the TÜV Association considers a short extension of the deadline by 6 

to maximum 12 months to be acceptable. This, however, under the condition that national authorities 

prioritize their efforts to enable an efficient accreditation and notification of conformity assessment 

bodies as soon as possible. 

www.tuev-verband.de/en

TÜV Association response to the
 Call for Evidence on the Digital Omnibus 

Page
4 of 4 

Authors and contact 

Johannes Kröhnert

Head of Brussels Office 

Dr Patrick Gilroy 

Head of Artificial Int",digital omnibus,harmonised standards,AI_standards,neutral_ambivalent,legal_certainty,Accepts limited conditional extension (6-12 months) only if national authorities prioritise notified body accreditation; distinct from #74
77,430,10 October 2025,Company/business,IBM,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33081794_en,"ecurity legislation. For example, there should be a national single 
reporting entry point covering all relevant legislation (e.g. NIS2, CRA, DORA) to reduce 

fragmentation and simplify processes for companies. Liability protection clauses should also be 
included to allow the information to be shared in a more controlled manner. Additionally, we 

recommend enabling critical ICT third-party service providers designated under DORA that are 
also in scope of NIS2 to streamline compliance by avoiding duplicative audits. A mutual 

recognition framework should be established, ensuring that certifications and audit outcomes 
are accepted across market surveillance authorities and clients.  

2 

 
 
 
 
 
 
 
 
ARTIFICIAL INTELLIGENCE 

Targeted legislative acts: 

•  AI Act (EU) 2024/1689, and its related General purpose AI Code of Practice 

Issues: 

The AI Act includes some overly prescriptive and burdensome requirements which do very 
little to improve the transparency and safety of AI systems, such as obligations to share source 

code or registration obligations. Importantly, compliance with the AI Act’s requirements for 

high-risk systems is dependent on the availability of harmonised standards. It is important 
that the date of application of the requirements for high-risks systems is based on a realistic 

assessment of the time and resources needed to develop, finalise and list harmonised 
standards in the Official Journal (OJEU), including a reasonable timeframe for industry to 

implement them. We encourage the European Commission to support a fast and successful 
continuation of the standardisation work, insisting on the development of workable and 
implementable standards.   

Recommendations: 

•  Delaying the application of essential requirements for high-risk AI systems by 12 
months: High-risk AI systems must comply with the EU AI Act starting August 2026. 
However, the development of harmonised standards needed to demonstrate 
compliance is delayed and may not be fully available until late 2026. This raises 
concerns about whether companies can realistically meet the requirements on time. 
Even after publication, businesses will need time to adapt systems and align with 
compliance processes. To address this, the simplification package should include a rule 
delaying the applicability of essential requirements by 12 months after the relevant 
standard is publ",simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
